,"O-PTIR 1/O-PTIR","O-PTIR 2/O-PTIR","O-PTIR 3/O-PTIR","O-PTIR 4/O-PTIR","O-PTIR 6/O-PTIR","O-PTIR 8/O-PTIR","O-PTIR 9/O-PTIR","O-PTIR 1/O-PTIR","O-PTIR 3/O-PTIR","O-PTIR 5/O-PTIR","O-PTIR 6/O-PTIR","O-PTIR 7/O-PTIR"
1123,7.62530374526978,3.54665875434875,3.72796392440796,5.13736772537231,2.13331031799316,8.08208274841309,3.98319172859192,8.70106983184814,6.99183797836304,1.12233448028564,5.19269371032715,3.45346832275391
1125,7.96524095535278,3.85420727729797,3.80830693244934,5.29057645797729,2.23756289482117,8.86442947387695,4.31879568099976,9.14800262451172,7.42683553695679,1.25314247608185,5.65601396560669,3.99859523773193
1127,8.25651073455811,4.21656513214111,3.89864754676819,5.46986436843872,2.38156390190125,9.7558765411377,4.75118017196655,9.62603569030762,7.9017767906189,1.40731930732727,6.45536804199219,4.64165735244751
1129,8.54288291931152,4.62418603897095,4.02294492721558,5.67898368835449,2.5169620513916,10.7707023620605,5.29541301727295,10.258641242981,8.29852962493896,1.59044921398163,7.39510631561279,5.44755554199219
1131,8.81076145172119,5.10455322265625,4.18527507781982,5.82519054412842,2.6308159828186,11.8459615707397,5.98445558547974,11.1053743362427,8.56811809539795,1.80502498149872,8.36455345153809,6.37680673599243
1133,9.03717041015625,5.70136976242065,4.37735605239868,5.87551784515381,2.7187385559082,12.8984994888306,6.77289056777954,12.1505317687988,8.75090980529785,2.04146289825439,9.58982753753662,7.34570360183716
1135,9.20294284820557,6.34099054336548,4.55528974533081,5.93663215637207,2.77245879173279,13.8564977645874,7.61097431182861,13.3627061843872,8.85942554473877,2.27601099014282,11.1825914382935,8.35290718078613
1137,9.32729816436768,6.94361972808838,4.72488307952881,6.08533382415771,2.79156899452209,14.6834383010864,8.46776962280273,14.7390012741089,8.92816066741943,2.49622583389282,12.743350982666,9.42876720428467
1139,9.41186904907227,7.50117158889771,4.91132497787476,6.29877328872681,2.78368163108826,15.3191022872925,9.34727478027344,16.2008628845215,8.96799087524414,2.70164155960083,13.8992366790771,10.5000600814819
1141,9.42272758483887,8.003662109375,5.10506677627563,6.50570106506348,2.71777749061584,15.6286172866821,10.1279630661011,17.5833759307861,8.95271873474121,2.88956141471863,14.7916345596313,11.4036560058594
1143,9.33560657501221,8.39890956878662,5.24657487869263,6.68768787384033,2.58413505554199,15.6029109954834,10.6984081268311,18.7146606445313,8.88413238525391,3.05331373214722,15.6752901077271,12.0369749069214
1145,9.19310188293457,8.60091495513916,5.30774116516113,6.88571786880493,2.43711757659912,15.3070554733276,10.9522752761841,19.3636837005615,8.65454006195068,3.16248774528503,16.1775550842285,12.3576002120972
1147,9.03935623168945,8.59477806091309,5.27747583389282,7.02027893066406,2.31381821632385,14.7641935348511,10.9072399139404,19.4062824249268,8.25710487365723,3.16626334190369,15.8105773925781,12.3293542861938
1149,8.868408203125,8.42762565612793,5.17115116119385,7.0202169418335,2.22268509864807,14.0614948272705,10.6381711959839,18.9697360992432,7.84216117858887,3.09123778343201,14.9196319580078,11.9475536346436
1151,8.66473770141602,8.13891696929932,4.9948410987854,6.86726236343384,2.16029238700867,13.2614030838013,10.1612615585327,18.1676120758057,7.47620344161987,2.97211599349976,14.0666227340698,11.3049211502075
1153,8.47809505462646,7.77798795700073,4.75422811508179,6.68094253540039,2.09836602210999,12.4300212860107,9.54544925689697,17.1347827911377,7.14170551300049,2.81822156906128,13.2268152236938,10.5356826782227
1155,8.33950901031494,7.4009838104248,4.53479862213135,6.56047916412354,2.06122136116028,11.6575889587402,8.92144584655762,16.0391902923584,6.86950397491455,2.63882946968079,12.1690244674683,9.80074596405029
1157,8.21903228759766,7.07012748718262,4.39353656768799,6.47280740737915,2.04069352149963,10.9626741409302,8.36084079742432,14.9758672714233,6.70139741897583,2.44209718704224,11.0487375259399,9.14747524261475
1159,8.08816528320313,6.79084825515747,4.3029203414917,6.39937210083008,2.02069020271301,10.3688497543335,7.90655469894409,14.0477485656738,6.6259298324585,2.28845930099487,10.2860240936279,8.58932495117188
1161,7.96651315689087,6.54276943206787,4.20014905929565,6.37031221389771,2.02720403671265,9.9078369140625,7.51291751861572,13.2968435287476,6.6122522354126,2.18129754066467,9.93630886077881,8.13757610321045
1163,7.89371347427368,6.34181451797485,4.07912111282349,6.3730320930481,2.05231618881226,9.5576868057251,7.19385814666748,12.7335596084595,6.59467506408691,2.10100984573364,9.62842559814453,7.82485294342041
1165,7.85344076156616,6.1830849647522,3.95799779891968,6.37329196929932,2.0723705291748,9.25604820251465,6.98308038711548,12.2493371963501,6.50434350967407,2.03215861320496,9.09468460083008,7.59020376205444
1167,7.8213210105896,6.03870820999146,3.85718631744385,6.33320951461792,2.06426620483398,8.99586582183838,6.81601047515869,11.824933052063,6.38213396072388,1.96952056884766,8.5953369140625,7.3877739906311
